method,action,qid,question,recall_at_5,mrr,ndcg_at_5,reward,rewrite_cost,retrieval_calls,queries,top_docs,gold_docs
Dense original,keep,5a832fdd55429954d2e2ec4f,Who founded O Magazine that contained Elissa Schappell's second book of fiction?,1.0,1.0,0.8772153153380493,1.5,0.0,1,Who founded O Magazine that contained Elissa Schappell's second book of fiction?,"Elissa Schappell | Detective Book Magazine | Tin House | O, The Oprah Magazine | Zweites Buch","Elissa Schappell | O, The Oprah Magazine"
Dense keyword,keyword_compress,5a832fdd55429954d2e2ec4f,Who founded O Magazine that contained Elissa Schappell's second book of fiction?,1.0,1.0,0.8772153153380493,1.5,0.0,1,founded o magazine contained elissa schappell s second book fiction,"Elissa Schappell | Detective Book Magazine | Tin House | O, The Oprah Magazine | Reality Hunger","Elissa Schappell | O, The Oprah Magazine"
Hybrid original,keep,5a832fdd55429954d2e2ec4f,Who founded O Magazine that contained Elissa Schappell's second book of fiction?,1.0,0.5,0.6934264036172708,1.25,0.0,2,Who founded O Magazine that contained Elissa Schappell's second book of fiction?,"Detective Book Magazine | Elissa Schappell | O, The Oprah Magazine | Tin House | Twinkle Khanna","Elissa Schappell | O, The Oprah Magazine"
Hybrid keyword,keyword_compress,5a832fdd55429954d2e2ec4f,Who founded O Magazine that contained Elissa Schappell's second book of fiction?,1.0,0.5,0.6934264036172708,1.25,0.0,2,founded o magazine contained elissa schappell s second book fiction,"Detective Book Magazine | Elissa Schappell | O, The Oprah Magazine | Tin House | Reality Hunger","Elissa Schappell | O, The Oprah Magazine"
Dense original,keep,5a7dbf4e5542990b8f503a68,"The actress known for her role in ""Lost in Translation"" also appears in Untitled Avenger film with which male actor who plays the character Thor?",1.0,0.5,0.6934264036172708,1.25,0.0,1,"The actress known for her role in ""Lost in Translation"" also appears in Untitled Avenger film with which male actor who plays the character Thor?",Erik Selvig | Untitled Avengers film | Scarlett Johansson | Daeg Faerch | Phil Coulson,Scarlett Johansson | Untitled Avengers film
Dense keyword,keyword_compress,5a7dbf4e5542990b8f503a68,"The actress known for her role in ""Lost in Translation"" also appears in Untitled Avenger film with which male actor who plays the character Thor?",1.0,0.5,0.6934264036172708,1.25,0.0,1,actress known role lost translation also appears untitled avenger film male actor plays character thor,Erik Selvig | Untitled Avengers film | Scarlett Johansson | Daeg Faerch | Phil Coulson,Scarlett Johansson | Untitled Avengers film
Hybrid original,keep,5a7dbf4e5542990b8f503a68,"The actress known for her role in ""Lost in Translation"" also appears in Untitled Avenger film with which male actor who plays the character Thor?",1.0,0.5,0.6509209298071326,1.25,0.0,2,"The actress known for her role in ""Lost in Translation"" also appears in Untitled Avenger film with which male actor who plays the character Thor?",Erik Selvig | Scarlett Johansson | Daeg Faerch | Untitled Avengers film | Phil Coulson,Scarlett Johansson | Untitled Avengers film
Hybrid keyword,keyword_compress,5a7dbf4e5542990b8f503a68,"The actress known for her role in ""Lost in Translation"" also appears in Untitled Avenger film with which male actor who plays the character Thor?",1.0,0.5,0.6934264036172708,1.25,0.0,2,actress known role lost translation also appears untitled avenger film male actor plays character thor,Erik Selvig | Scarlett Johansson | Untitled Avengers film | Phil Coulson | Daeg Faerch,Scarlett Johansson | Untitled Avengers film
Dense original,keep,5a862c38554299211dda2a9a,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,0.5,1.0,0.6131471927654584,1.0,0.0,1,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,No. 22 Squadron RAAF | No. 466 Squadron RAAF | No. 12 Squadron RAAF | No. 467 Squadron RAAF | No. 456 Squadron RAAF,No. 22 Squadron RAAF | Pacific War
Dense keyword,keyword_compress,5a862c38554299211dda2a9a,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,0.5,1.0,0.6131471927654584,1.0,0.0,1,war no 22 squadron raaf followed far philippines sometimes called,No. 22 Squadron RAAF | No. 466 Squadron RAAF | No. 467 Squadron RAAF | No. 12 Squadron RAAF | No. 456 Squadron RAAF,No. 22 Squadron RAAF | Pacific War
Hybrid original,keep,5a862c38554299211dda2a9a,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,1.0,1.0,0.8772153153380493,1.5,0.0,2,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,No. 22 Squadron RAAF | No. 466 Squadron RAAF | No. 467 Squadron RAAF | Pacific War | No. 12 Squadron RAAF,No. 22 Squadron RAAF | Pacific War
Hybrid keyword,keyword_compress,5a862c38554299211dda2a9a,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,1.0,1.0,0.8772153153380493,1.5,0.0,2,war no 22 squadron raaf followed far philippines sometimes called,No. 22 Squadron RAAF | No. 466 Squadron RAAF | No. 467 Squadron RAAF | Pacific War | No. 12 Squadron RAAF,No. 22 Squadron RAAF | Pacific War
Dense original,keep,5a7509175542993748c897a3,What group of Elektra Records recording artists are known to be an indie pop band?,0.5,0.2,0.23719771276929622,0.6,0.0,1,What group of Elektra Records recording artists are known to be an indie pop band?,Music for People (album) | The Primitives | The Mexican Spitfires | The Pooh Sticks | Saint Motel,Saint Motel | Saintmotelevision
Dense keyword,keyword_compress,5a7509175542993748c897a3,What group of Elektra Records recording artists are known to be an indie pop band?,0.5,0.2,0.23719771276929622,0.6,0.0,1,group elektra records recording artists known indie pop band,Music for People (album) | The Mexican Spitfires | The Primitives | The Pooh Sticks | Saint Motel,Saint Motel | Saintmotelevision
Hybrid original,keep,5a7509175542993748c897a3,What group of Elektra Records recording artists are known to be an indie pop band?,0.5,0.2,0.23719771276929622,0.6,0.0,2,What group of Elektra Records recording artists are known to be an indie pop band?,The Primitives | Music for People (album) | Life's Aquarium | The Pooh Sticks | Saint Motel,Saint Motel | Saintmotelevision
Hybrid keyword,keyword_compress,5a7509175542993748c897a3,What group of Elektra Records recording artists are known to be an indie pop band?,0.0,0.0,0.0,0.0,0.0,2,group elektra records recording artists known indie pop band,The Primitives | Music for People (album) | Life's Aquarium | The Mexican Spitfires | The Pooh Sticks,Saint Motel | Saintmotelevision
Dense original,keep,5adc6c4c5542994650320ce0,"Which plant has more species, Hydrangea or Abrus?",0.5,1.0,0.6131471927654584,1.0,0.0,1,"Which plant has more species, Hydrangea or Abrus?",Hydrangea | Hydrangea paniculata | Hydrangea serrata | Hydrangea arborescens | Hydrangea macrophylla,Abrus | Hydrangea
Dense keyword,keyword_compress,5adc6c4c5542994650320ce0,"Which plant has more species, Hydrangea or Abrus?",0.5,1.0,0.6131471927654584,1.0,0.0,1,plant more species hydrangea abrus,Hydrangea | Hydrangea serrata | Hydrangea paniculata | Hydrangea quercifolia | Hydrangea macrophylla,Abrus | Hydrangea
Hybrid original,keep,5adc6c4c5542994650320ce0,"Which plant has more species, Hydrangea or Abrus?",1.0,0.5,0.6934264036172708,1.25,0.0,2,"Which plant has more species, Hydrangea or Abrus?",Abrus canescens | Hydrangea | Abrus | Hydrangea paniculata | Hydrangea arborescens,Abrus | Hydrangea
Hybrid keyword,keyword_compress,5adc6c4c5542994650320ce0,"Which plant has more species, Hydrangea or Abrus?",1.0,0.5,0.6509209298071326,1.25,0.0,2,plant more species hydrangea abrus,Abrus canescens | Hydrangea | Hydrangea quercifolia | Abrus | Hydrangea serrata,Abrus | Hydrangea
Dense original,keep,5ae3e59a5542994393b9e79e,Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,1.0,1.0,1.0,1.5,0.0,1,Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,Bride of the Regiment | Betty Grable | Frances Rafferty | Dusty Anderson | Rita Hayworth,Betty Grable | Bride of the Regiment
Dense keyword,keyword_compress,5ae3e59a5542994393b9e79e,Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,1.0,1.0,1.0,1.5,0.0,1,bride regiment later remade into 1948 film starring actress pin up girl highest salaried american woman two years,Bride of the Regiment | Betty Grable | Frances Rafferty | Dusty Anderson | Rita Hayworth,Betty Grable | Bride of the Regiment
Hybrid original,keep,5ae3e59a5542994393b9e79e,Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,1.0,1.0,1.0,1.5,0.0,2,Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,Bride of the Regiment | Betty Grable | Rita Hayworth | Bharya Biddalu | Frances Rafferty,Betty Grable | Bride of the Regiment
Hybrid keyword,keyword_compress,5ae3e59a5542994393b9e79e,Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,1.0,1.0,1.0,1.5,0.0,2,bride regiment later remade into 1948 film starring actress pin up girl highest salaried american woman two years,Bride of the Regiment | Betty Grable | Rita Hayworth | Bharya Biddalu | Frances Rafferty,Betty Grable | Bride of the Regiment
Dense original,keep,5ae0ba15554299603e41844d,"What plant has about 40 species native to Asia, Manglietia or Abronia?",1.0,1.0,1.0,1.5,0.0,1,"What plant has about 40 species native to Asia, Manglietia or Abronia?",Manglietia | Abronia (plant) | Abronia turbinata | Uncaria | Octarrhena,Abronia (plant) | Manglietia
Dense keyword,keyword_compress,5ae0ba15554299603e41844d,"What plant has about 40 species native to Asia, Manglietia or Abronia?",1.0,1.0,1.0,1.5,0.0,1,plant about 40 species native asia manglietia abronia,Manglietia | Abronia (plant) | Abronia turbinata | Octarrhena | Uncaria,Abronia (plant) | Manglietia
Hybrid original,keep,5ae0ba15554299603e41844d,"What plant has about 40 species native to Asia, Manglietia or Abronia?",1.0,1.0,1.0,1.5,0.0,2,"What plant has about 40 species native to Asia, Manglietia or Abronia?",Manglietia | Abronia (plant) | Uncaria | Abronia turbinata | Ajuga,Abronia (plant) | Manglietia
Hybrid keyword,keyword_compress,5ae0ba15554299603e41844d,"What plant has about 40 species native to Asia, Manglietia or Abronia?",1.0,1.0,0.8772153153380493,1.5,0.0,2,plant about 40 species native asia manglietia abronia,Manglietia | Abronia turbinata | Uncaria | Abronia (plant) | Ajuga,Abronia (plant) | Manglietia
Dense original,keep,5adecc7755429975fa854f9d,"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",1.0,0.5,0.6509209298071326,1.25,0.0,1,"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",Sigurdur Thordarson | HackThisSite | Friends of WikiLeaks | Jeremy Hammond | Ashley Madison data breach,HackThisSite | Jeremy Hammond
Dense keyword,keyword_compress,5adecc7755429975fa854f9d,"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",1.0,0.5,0.6509209298071326,1.25,0.0,1,wikileaks using whistleblower notable having hacking organization user base over 1 800 000,Sigurdur Thordarson | HackThisSite | Friends of WikiLeaks | Jeremy Hammond | Ashley Madison data breach,HackThisSite | Jeremy Hammond
Hybrid original,keep,5adecc7755429975fa854f9d,"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",0.5,1.0,0.6131471927654584,1.0,0.0,2,"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",HackThisSite | Sigurdur Thordarson | Installed base | Friends of WikiLeaks | Growth hacking,HackThisSite | Jeremy Hammond
Hybrid keyword,keyword_compress,5adecc7755429975fa854f9d,"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",0.5,1.0,0.6131471927654584,1.0,0.0,2,wikileaks using whistleblower notable having hacking organization user base over 1 800 000,HackThisSite | Sigurdur Thordarson | Installed base | Friends of WikiLeaks | Growth hacking,HackThisSite | Jeremy Hammond
Dense original,keep,5ab30d1155429976abd1bc3d,Who was the leading actor of the Christmas movie that Rebecca Forstadt did background voices for?,1.0,0.5,0.6509209298071326,1.25,0.0,1,Who was the leading actor of the Christmas movie that Rebecca Forstadt did background voices for?,Mary Christmas (film) | Rebecca Forstadt | Christmas in Paradise | The Santa Clause | Bridget Hoffman,Rebecca Forstadt | The Santa Clause
Dense keyword,keyword_compress,5ab30d1155429976abd1bc3d,Who was the leading actor of the Christmas movie that Rebecca Forstadt did background voices for?,1.0,0.5,0.6509209298071326,1.25,0.0,1,leading actor christmas movie rebecca forstadt background voices,Mary Christmas (film) | Rebecca Forstadt | Christmas in Paradise | The Santa Clause | Bridget Hoffman,Rebecca Forstadt | The Santa Clause
Hybrid original,keep,5ab30d1155429976abd1bc3d,Who was the leading actor of the Christmas movie that Rebecca Forstadt did background voices for?,1.0,1.0,0.8772153153380493,1.5,0.0,2,Who was the leading actor of the Christmas movie that Rebecca Forstadt did background voices for?,Rebecca Forstadt | Mary Christmas (film) | Nunnally Lamperouge | The Santa Clause | Christmas in Paradise,Rebecca Forstadt | The Santa Clause
Hybrid keyword,keyword_compress,5ab30d1155429976abd1bc3d,Who was the leading actor of the Christmas movie that Rebecca Forstadt did background voices for?,0.5,1.0,0.6131471927654584,1.0,0.0,2,leading actor christmas movie rebecca forstadt background voices,Rebecca Forstadt | Mary Christmas (film) | Nunnally Lamperouge | Bridget Hoffman | Christmas in Paradise,Rebecca Forstadt | The Santa Clause
Dense original,keep,5ae819ac55429952e35eaa16,"What station broadcast the episode ""Marry Me a Little, Marry Me a Little More"" , of the series created by Max Mutchnick and David Kohan?",0.5,1.0,0.6131471927654584,1.0,0.0,1,"What station broadcast the episode ""Marry Me a Little, Marry Me a Little More"" , of the series created by Max Mutchnick and David Kohan?","Marry Me a Little, Marry Me a Little More | David Kohan | Boston Common (TV series) | Pilot (Will &amp; Grace) | Partners (2012 TV series)","Marry Me a Little, Marry Me a Little More | Will &amp; Grace"
Dense keyword,keyword_compress,5ae819ac55429952e35eaa16,"What station broadcast the episode ""Marry Me a Little, Marry Me a Little More"" , of the series created by Max Mutchnick and David Kohan?",0.5,1.0,0.6131471927654584,1.0,0.0,1,station broadcast episode marry me little marry me little more series created max mutchnick david kohan,"Marry Me a Little, Marry Me a Little More | David Kohan | Pilot (Will &amp; Grace) | Partners (2012 TV series) | Boston Common (TV series)","Marry Me a Little, Marry Me a Little More | Will &amp; Grace"
